dataset	nb_rows	column	value	type	nb_levels	is_row	description	controlled_term	units	term_url
ds003772	32	participant_id	n/a	object	32	True	Participant identifier	nb:ParticipantID	n/a	n/a
ds003772	32	age	n/a	int64	11	True	Age at time of testing	n/a	n/a	n/a
ds003772	32	sex	n/a	object	2	True	Biological sex of the participant	nb:Sex	n/a	n/a
ds003772	32	sex	f	n/a	0	False	female	n/a	n/a	n/a
ds003772	32	sex	m	n/a	0	False	male	n/a	n/a	n/a
ds003777	4	participant_id	n/a	object	4	True	n/a	nb:ParticipantID	n/a	n/a
ds003777	4	acq_date	n/a	object	4	True	n/a	n/a	n/a	n/a
ds003777	4	acq_date	06/10/2020	n/a	0	False	n/a	n/a	n/a	n/a
ds003777	4	acq_date	11/02/2021	n/a	0	False	n/a	n/a	n/a	n/a
ds003777	4	acq_date	15/12/2020	n/a	0	False	n/a	n/a	n/a	n/a
ds003777	4	acq_date	28/01/2021	n/a	0	False	n/a	n/a	n/a	n/a
ds003782	40	participant_id	n/a	object	40	True	n/a	nb:ParticipantID	n/a	n/a
ds003787	44	participant_id	n/a	object	44	True	Participant identifier	nb:ParticipantID	n/a	n/a
ds003787	44	age	n/a	int64	19	True	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	n/a	n/a	n/a
ds003787	44	sex	n/a	object	2	True	self-rated by participant, M for male/F for female (TODO: verify)	nb:Sex	n/a	n/a
ds003787	44	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds003787	44	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds003787	44	group	n/a	object	1	True	(TODO: adjust - by default everyone is in control group)	n/a	n/a	n/a
ds003787	44	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds003789	32	participant_id	n/a	object	32	True	n/a	nb:ParticipantID	n/a	n/a
ds003789	32	age	n/a	int64	7	True	n/a	n/a	n/a	n/a
ds003789	32	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds003789	32	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds003789	32	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds003789	32	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds003789	32	group	VV3S	n/a	0	False	n/a	n/a	n/a	n/a
ds003791	49	participant_id	n/a	object	49	True	n/a	nb:ParticipantID	n/a	n/a
ds003791	49	Sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds003791	49	Sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds003791	49	Sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds003791	49	Age	n/a	int64	16	True	n/a	n/a	n/a	n/a
ds003791	49	first_condition	n/a	object	2	True	first odor condition participants were exposed to	n/a	n/a	n/a
ds003791	49	first_condition	HEX	n/a	0	False	Hexadecanal dissolved in mineral oil	n/a	n/a	n/a
ds003791	49	first_condition	Control	n/a	0	False	Only mineral oil	n/a	n/a	n/a
ds003791	49	code_in_Supplementary_Table1	n/a	int64	49	True	n/a	n/a	n/a	n/a
ds003799	48	participant_id	n/a	object	48	True	unique participant identifier	nb:ParticipantID	n/a	n/a
ds003799	48	group	n/a	int64	2	True	experimental group the participant belonged to. the intervention group(1) had the internvention between tp1 and tp2. the wait group between tp2 and tp3	n/a	n/a	n/a
ds003799	48	age	n/a	int64	11	True	age of the participant at scanning date	n/a	n/a	n/a
ds003799	48	sex	n/a	object	2	True	sex of the participant as reported by the participant	nb:Sex	n/a	n/a
ds003799	48	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds003799	48	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds003799	48	size	n/a	float64	23	True	size of the participant as reported by the participant	n/a	n/a	n/a
ds003799	48	weight	n/a	int64	22	True	weight of the participant as reported by the participant	n/a	n/a	n/a
ds003812	12	participant_id	n/a	object	12	True	n/a	nb:ParticipantID	n/a	n/a
ds003812	12	age	n/a	int64	8	True	n/a	n/a	n/a	n/a
ds003812	12	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds003812	12	sex	f	n/a	0	False	n/a	n/a	n/a	n/a
ds003812	12	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds003821	296	participant_id	n/a	object	284	True	Id of the participant	nb:ParticipantID	n/a	n/a
ds003821	296	exam_date	n/a	int64	245	True	Date of the TOF-MR exam	n/a	n/a	n/a
ds003821	296	group	n/a	object	2	True	Distinction of participants with/without aneurysm	n/a	n/a	n/a
ds003821	296	group	control	n/a	0	False	Participant without aneurysm	n/a	n/a	n/a
ds003821	296	group	patient	n/a	0	False	Participant with aneurysm(s)	n/a	n/a	n/a
ds003823	193	participant_id	n/a	object	193	True	participant id	nb:ParticipantID	n/a	n/a
ds003823	193	age_group	n/a	object	2	True	group by age	n/a	n/a	n/a
ds003823	193	age_group	YA	n/a	0	False	younger adults	n/a	n/a	n/a
ds003823	193	age_group	OA	n/a	0	False	older adults	n/a	n/a	n/a
ds003823	193	gender	n/a	object	2	True	gender	nb:Sex	n/a	n/a
ds003823	193	gender	F	n/a	0	False	female	n/a	n/a	n/a
ds003823	193	gender	M	n/a	0	False	male	n/a	n/a	n/a
ds003823	193	handedness	n/a	object	2	True	handedness	n/a	n/a	n/a
ds003823	193	handedness	R	n/a	0	False	right-handed	n/a	n/a	n/a
ds003823	193	handedness	L	n/a	0	False	Left-handed	n/a	n/a	n/a
ds003823	193	condition	n/a	object	2	True	experimental condition	n/a	n/a	n/a
ds003823	193	condition	increase_HRV	n/a	0	False	HRV oscillation increase condition	n/a	n/a	n/a
ds003823	193	condition	decrease_HRV	n/a	0	False	HRV oscillation decrease conditions	n/a	n/a	n/a
ds003823	193	MRI_pre	n/a	int64	2	True	MRI data at pre session exist 	n/a	n/a	n/a
ds003823	193	MRI_post	n/a	int64	2	True	MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	Questionnaire	n/a	int64	1	True	any of questionnaire data exist 	n/a	n/a	n/a
ds003823	193	sleep	n/a	int64	2	True	sleep data exist 	n/a	n/a	n/a
ds003823	193	BloodPlasma	n/a	int64	2	True	Blood Plasma data exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-NIHcognition	n/a	int64	1	True	NIHcognition data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-NIHcognition	n/a	int64	2	True	NIHcognition data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-SART	n/a	int64	2	True	Sustained Attention to Response Task data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-SART	n/a	int64	2	True	Sustained Attention to Response Task data at post session exist 	n/a	n/a	n/a
ds003823	193	task-recall	n/a	int64	2	True	recall data in picture memory task exist 	n/a	n/a	n/a
ds003823	193	task-recognition	n/a	int64	2	True	recognition data in picture memory task exist 	n/a	n/a	n/a
ds003823	193	ses-calibration_task-labHRV	n/a	int64	2	True	HRV data at lab calibration session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-labHRV	n/a	int64	2	True	resting HRV data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-labHRV	n/a	int64	2	True	resting HRV data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-home_task-practice	n/a	int64	2	True	HRV data during home practice exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-stress	n/a	int64	2	True	stress task data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-stress	n/a	int64	2	True	stress task data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_anat-wholebrain	n/a	int64	2	True	T1w-structural MRI data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_anat-wholebrain	n/a	int64	2	True	T1w-structural MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_anat-lc	n/a	int64	2	True	two-dimensional, multi-slice TSE MRI data for LC imaging at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_anat-lc	n/a	int64	2	True	two-dimensional, multi-slice TSE MRI data for LC imaging at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-rest	n/a	int64	2	True	resting-state BOLD MRI data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-rest	n/a	int64	2	True	multi-echo resting-state BOLD MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-emotionRegulation	n/a	int64	2	True	multi-echo emotion regulation task BOLD MRI data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-emotionRegulation	n/a	int64	2	True	multi-echo emotion regulation task BOLD MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-rest_ASL	n/a	int64	2	True	resting-state ASL MRI data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-rest_ASL	n/a	int64	2	True	resting-state ASL MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-trainingMimicking	n/a	int64	2	True	multi-echo training mimicking task BOLD MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-trainingMimicking_ASL	n/a	int64	2	True	training mimicking task ASL MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-ultimatumGame_behavior	n/a	int64	2	True	ultimatum game task behavioral data during scan at post session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-ultimatumGame	n/a	int64	2	True	multi-echo tultimatum game task BOLD MRI data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-pre_task-MRS	n/a	int64	2	True	MRS data at pre session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-MRS_1st	n/a	int64	2	True	MRS data at post session exist 	n/a	n/a	n/a
ds003823	193	ses-post_task-MRS_2nd	n/a	int64	2	True	MRS data from optional 2nd scan at post session exist 	n/a	n/a	n/a
ds003823	193	QC_ses-home_task-practice_1excludeRecommend_0goodTouse	n/a	int64	2	True	Quality control of HRV data during home practice	n/a	n/a	n/a
ds003823	193	QC_ses-pre_task-stress_1excludeRecommend_0goodTouse	n/a	float64	2	True	Quality control of stress task data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-stress_1excludeRecommend_0goodTouse	n/a	float64	2	True	Quality control of stress task data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-pre_anat-wholebrain_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of T1w structural image data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_anat-wholebrain_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of T1w structural image data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-pre_anat-lc_1excludeRecommend_0goodTouse	n/a	float64	2	True	Quality control of LC image data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_anat-lc_1excludeRecommend_0goodTouse	n/a	float64	2	True	Quality control of LC image data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-pre_task-rest_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of resting state scan data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-rest_1excludeRecommend_0goodTouse	n/a	float64	2	True	Quality control of resting state scan data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-pre_task-emotionRegulation_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of emotion regulation scan data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-emotionRegulation_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of emotion regulation scan data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-pre_task-rest_ASL_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of resting ASL scan data at pre session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-rest_ASL_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of resting ASL scan data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-trainingMimicking_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of training mimicking scan data at post session	n/a	n/a	n/a
ds003823	193	QC_ses-post_task-trainingMimicking_ASL_1excludeRecommend_0goodTouse	n/a	float64	3	True	Quality control of training mimicking ASL scan data at post session	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata	n/a	object	5	True	participant id	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata	resting-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata	ER-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata	ER- shorter scan time due to technical error	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata		n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-pre_MRIdata	ER-earthquake happend	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	n/a	object	7	True	participant id	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	TM,UG-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	ER-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	UG-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata		n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	TM-shorter scan time	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	TM-error	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note_ses-post_MRIdata	ER, UG-preprocessingFail	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note-ses-home-practice	n/a	object	2	True	participant id	n/a	n/a	n/a
ds003823	193	note-ses-home-practice	early termination	n/a	0	False	n/a	n/a	n/a	n/a
ds003823	193	note-ses-home-practice		n/a	0	False	n/a	n/a	n/a	n/a
ds003826	113	participant_id	n/a	object	113	True	n/a	nb:ParticipantID	n/a	n/a
ds003826	113	age	n/a	int64	17	True	age of the participant	n/a	n/a	n/a
ds003826	113	sex	n/a	object	2	True	sex of the participant as reported by the participant	nb:Sex	n/a	n/a
ds003826	113	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds003826	113	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds003826	113	group	n/a	object	2	True	experimental group the participant was classified to	n/a	n/a	n/a
ds003826	113	group	EC	n/a	0	False	early chronotype	n/a	n/a	n/a
ds003826	113	group	LC	n/a	0	False	late chronotype	n/a	n/a	n/a
ds003826	113	ChQ-ME	n/a	int64	22	True	morningness-eveningness scale of Chronotype Questionnaire (Oginska et al., 2011, 2017)	n/a	n/a	n/a
ds003830	37	participant_id	n/a	object	37	True	n/a	nb:ParticipantID	n/a	n/a
ds003830	37	breed-phenotype	n/a	object	5	True	n/a	n/a	n/a	n/a
ds003830	37	breed-phenotype	Border Colli control	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	breed-phenotype	Beagle	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	breed-phenotype	Boder Collie Epilepsy	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	breed-phenotype	GSS Epilepsy	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	breed-phenotype	GSS control	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	age (years)	n/a	nb:euro	23	True	n/a	n/a	n/a	n/a
ds003830	37	gender	n/a	object	5	True	n/a	nb:Sex	n/a	n/a
ds003830	37	gender 	female	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	gender 	male 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	gender 	female (spayed)	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	gender 	male	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	gender 	male (castrated)	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Body weight (kg)	n/a	nb:euro	33	True	n/a	n/a	n/a	n/a
ds003830	37	displacematn mean absolut (mm)	n/a	nb:euro	12	True	n/a	n/a	n/a	n/a
ds003830	37	displament mean relative (mm)	n/a	nb:euro	10	True	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	n/a	object	11	True	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	none	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Aphenylbarbit 2.3mg/kg BID, Potassium Bromide 500mg  22.7mg/kg  SID	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 2.6 mg/kg BID, NEUROCARE food; Cannabidiol oil; Imepitoin 20 mg/kg BID	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	 Aphenylbarbit 3mg/kg q12, Levetiracetam 12mg/kg q8	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 3 mg/kg for 3 days 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 10 mg/kg BID; Potassium bromide  30 mg/kg SID	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 4 mg/kg BID 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital  4.3 mg/kg BID, Levetiracetam 20  mg/kg TID, Potassium bromid 11 mg/kg BID 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 2 mg/kg BID, Potassium bromide 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	cannabidiol 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	Phenobarbital 2,5mg/kg BID, Levetiracetam 20mg/kg TID	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	n/a	object	12	True	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	> 1 week	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	3 weeks	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	1 week 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	10 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI		n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	8 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	1 month	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	18 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	2 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	6 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	2 weeks	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	3 days	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Time between first seizure to MRI	n/a	nb:euro	15	True	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	n/a	object	14	True	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondaery generalisation, tonisch-klonisch mit Urin 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation, tonic-clonic, with urination	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp		n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation, tonic-clonic, with urination and salivation	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonic-clonic, with urination and defectation, onset unkown	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonic-clonic, with urination and defectaion, onset unkown	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonic-clonic	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation/ tonic-clonic, with salivation	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation, tonic-clonic, with urination and defecation	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation/ tonic-clonic, with salivation and urination	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonic-clonic, with urination and salivation, onset unknown	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonisch -klonisch mit Urin und Kotabsatz	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	tonic-clonic, with salivation, unkown onset	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	Annfalsstyp	focal onset secondary generalisation, ttonic-clonis, focal seizures	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	postictal agression	n/a	yes_no	2	True	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes	n/a	object	5	True	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes	yes	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes	seperation anxiety 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes		n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes	anxiety 	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	interictal behavioural changes	anxiety	n/a	0	False	n/a	n/a	n/a	n/a
ds003830	37	cluster-seizures before MRI	n/a	yes_no	3	True	n/a	n/a	n/a	n/a
ds003830	37	Status Epileptikus before MRI	n/a	yes_no	3	True	n/a	n/a	n/a	n/a
ds003830	37	Sevofluran level start BOLD (%)	n/a	nb:euro	15	True	n/a	n/a	n/a	n/a
ds003830	37	Sevofluran level end BOLD (%)	n/a	nb:euro	16	True	n/a	n/a	n/a	n/a
ds003830	37	HF (/min)	n/a	int64	29	True	n/a	n/a	n/a	n/a
ds003830	37	RR (/min)	n/a	int64	17	True	n/a	n/a	n/a	n/a
ds003831	77	participant_id	n/a	object	77	True	numerical id of the participant	nb:ParticipantID	n/a	n/a
ds003831	77	age	n/a	int64	36	True	age of participant	n/a	n/a	n/a
ds003831	77	sex	n/a	object	2	True	sex of the participant	nb:Sex	n/a	n/a
ds003831	77	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds003831	77	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds003831	77	group	n/a	object	1	True	condition of the subject	n/a	n/a	n/a
ds003831	77	group	control	n/a	0	False	healthy subject	n/a	n/a	n/a
ds003831	77	design	n/a	object	2	True	sequence of real-time affect regulation goals	n/a	n/a	n/a
ds003831	77	design	A	n/a	0	False	sequence A	n/a	n/a	n/a
ds003831	77	design	B	n/a	0	False	sequence B	n/a	n/a	n/a
ds003831	77	mod1	n/a	object	2	True	type of first real-time scan run on the participant	n/a	n/a	n/a
ds003831	77	mod1	N	n/a	0	False	normal	n/a	n/a	n/a
ds003831	77	mod1	S	n/a	0	False	sham	n/a	n/a	n/a
ds003831	77	mod2	n/a	object	2	True	type of second real-time scan run on the participant	n/a	n/a	n/a
ds003831	77	mod2	N	n/a	0	False	normal	n/a	n/a	n/a
ds003831	77	mod2	S	n/a	0	False	sham	n/a	n/a	n/a
ds003831	77	sham_rpt	n/a	int64	2	True	Subj self-report of sham modulate run id (numerical forced choice)	n/a	n/a	n/a
ds003831	77	sham_cnf	n/a	int64	10	True	Confidence of subject in sham detection (10-point Likert where 1='I don't know' and 10='I'm Certain')	n/a	n/a	n/a
ds003831	77	zemg	n/a	int64	2	True	flag indicating acquisition of zygomaticus facial EMG	n/a	n/a	n/a
ds003831	77	resp	n/a	int64	2	True	flag indicating acquisition of respiration	n/a	n/a	n/a
ds003831	77	error	n/a	int64	2	True	flag indicating an error in the coding of arousal feedback transmitted to the presentation computer from the real-time computer	n/a	n/a	n/a
ds003848	6	participant_id	n/a	object	6	True	name of the patient	nb:ParticipantID	n/a	n/a
ds003848	6	session	n/a	int64	1	True	session number, session 1 is the first period of invasive recordings, 1a/b means that the electrodes have changes during the first session	n/a	n/a	n/a
ds003848	6	age	n/a	int64	5	True	age of the patient during the session	n/a	n/a	n/a
ds003848	6	sex	n/a	object	2	True	sex of the patient (male/female/unknown)	nb:Sex	n/a	n/a
ds003848	6	sex	male	n/a	0	False	male	n/a	n/a	n/a
ds003848	6	sex	female	n/a	0	False	female	n/a	n/a	n/a
ds003848	6	sex	unknown	n/a	0	False	unknown	n/a	n/a	n/a
ds003858	12	participant_id	n/a	object	12	True	n/a	nb:ParticipantID	n/a	n/a
ds003858	12	gender	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds003858	12	gender	f	n/a	0	False	n/a	n/a	n/a	n/a
ds003858	12	gender	m	n/a	0	False	n/a	n/a	n/a	n/a
ds003858	12	age	n/a	int64	6	True	n/a	n/a	n/a	n/a
ds003858	12	mb_order	n/a	int64	3	True	n/a	n/a	n/a	n/a
ds003922	14	participant_id	n/a	object	14	True	Unique participant identifier	nb:ParticipantID	n/a	n/a
ds003922	14	age	n/a	int64	7	True	Age of the participant at time of testing	n/a	n/a	n/a
ds003922	14	sex	n/a	object	2	True	Biological sex of the participant	nb:Sex	n/a	n/a
ds003922	14	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds003922	14	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds003922	14	hand	n/a	object	1	True	Handedness of the participant	n/a	n/a	n/a
ds003922	14	hand	R	n/a	0	False	right	n/a	n/a	n/a
ds003922	14	hand	L	n/a	0	False	left	n/a	n/a	n/a
ds003922	14	hand	A	n/a	0	False	ambidextrous	n/a	n/a	n/a
ds003929	9	participant_id	n/a	object	9	True	n/a	nb:ParticipantID	n/a	n/a
ds003929	9	age	n/a	int64	1	True	Rat age in months	n/a	n/a	n/a
ds003929	9	sex	n/a	object	2	True	Rat sex	nb:Sex	n/a	n/a
ds003929	9	sex	M	n/a	0	False	Male	n/a	n/a	n/a
ds003929	9	sex	F	n/a	0	False	Female	n/a	n/a	n/a
ds003949	296	participant_id	n/a	object	284	True	Id of the participant	nb:ParticipantID	n/a	n/a
ds003949	296	exam_date	n/a	int64	257	True	Date of the TOF-MR exam	n/a	n/a	n/a
ds003949	296	group	n/a	object	2	True	Distinction of participants with/without aneurysm	n/a	n/a	n/a
ds003949	296	group	control	n/a	0	False	Participant without aneurysm	n/a	n/a	n/a
ds003949	296	group	patient	n/a	0	False	Participant with aneurysm(s)	n/a	n/a	n/a
ds003965	15	participant_id	n/a	object	15	True	n/a	nb:ParticipantID	n/a	n/a
ds003965	15	sex	n/a	object	2	True	(Self-reported) biological sex of participant	nb:Sex	n/a	n/a
ds003965	15	sex	M	n/a	0	False	male	n/a	n/a	n/a
ds003965	15	sex	F	n/a	0	False	female	n/a	n/a	n/a
ds003967	60	participant_id	n/a	object	60	True	n/a	nb:ParticipantID	n/a	n/a
ds003967	60	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds003967	60	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds003967	60	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds003967	60	age	n/a	int64	15	True	n/a	n/a	n/a	n/a
ds003967	60	dataset	n/a	object	2	True	n/a	n/a	n/a	n/a
ds003967	60	dataset	template	n/a	0	False	n/a	n/a	n/a	n/a
ds003967	60	dataset	validation	n/a	0	False	n/a	n/a	n/a	n/a
ds003972	8	participant_id	n/a	object	8	True	n/a	nb:ParticipantID	n/a	n/a
ds003972	8	sex	n/a	object	2	True	Sex of the participant	nb:Sex	n/a	n/a
