dataset	nb_rows	column	type	nb_levels	description	controlled_term
ds003830	37	gender 	object	5	n/a	n/a
ds003830	37	Body weight (kg)	object	33	n/a	n/a
ds003830	37	displacematn mean absolut (mm)	object	12	n/a	n/a
ds003830	37	displament mean relative (mm)	object	10	n/a	n/a
ds003830	37	Medical treatment at the timepoint of MRI	object	11	n/a	n/a
ds003830	37	Time between last reported seizure to MRI	object	12	n/a	n/a
ds003830	37	Time between first seizure to MRI	object	15	n/a	n/a
ds003830	37	Annfalsstyp	object	14	n/a	n/a
ds003830	37	postictal agression	yes/no	2	n/a	n/a
ds003830	37	interictal behavioural changes	object	5	n/a	n/a
ds003830	37	cluster-seizures before MRI	yes/no	3	n/a	n/a
ds003830	37	Status Epileptikus before MRI	yes/no	3	n/a	n/a
ds003830	37	Sevofluran level start BOLD (%)	object	15	n/a	n/a
ds003830	37	Sevofluran level end BOLD (%)	object	16	n/a	n/a
ds003830	37	HF (/min)	int64	29	n/a	n/a
ds003830	37	RR (/min)	int64	17	n/a	n/a
ds003831	77	participant_id	object	77	numerical id of the participant	nb:ParticipantID
ds003831	77	age	int64	36	age of participant	n/a
ds003831	77	sex	object	2	sex of the participant	n/a
ds003831	77	group	object	1	condition of the subject	n/a
ds003831	77	design	object	2	sequence of real-time affect regulation goals	n/a
ds003831	77	mod1	object	2	type of first real-time scan run on the participant	n/a
ds003831	77	mod2	object	2	type of second real-time scan run on the participant	n/a
ds003831	77	sham_rpt	int64	2	Subj self-report of sham modulate run id (numerical forced choice)	n/a
ds003831	77	sham_cnf	int64	10	Confidence of subject in sham detection (10-point Likert where 1='I don't know' and 10='I'm Certain')	n/a
ds003831	77	zemg	int64	2	flag indicating acquisition of zygomaticus facial EMG	n/a
ds003831	77	resp	int64	2	flag indicating acquisition of respiration	n/a
ds003831	77	error	int64	2	flag indicating an error in the coding of arousal feedback transmitted to the presentation computer from the real-time computer	n/a
ds003848	6	participant_id	object	6	name of the patient	nb:ParticipantID
ds003848	6	session	int64	1	session number, session 1 is the first period of invasive recordings, 1a/b means that the electrodes have changes during the first session	n/a
ds003848	6	age	int64	5	age of the patient during the session	n/a
ds003848	6	sex	object	2	sex of the patient (male/female/unknown)	n/a
ds003858	12	participant_id	object	12	n/a	nb:ParticipantID
ds003858	12	gender	object	2	n/a	n/a
ds003858	12	age	int64	6	n/a	n/a
ds003858	12	mb_order	int64	3	n/a	n/a
ds003922	14	participant_id	object	14	Unique participant identifier	nb:ParticipantID
ds003922	14	age	int64	7	Age of the participant at time of testing	n/a
ds003922	14	sex	object	2	Biological sex of the participant	n/a
ds003922	14	hand	object	1	Handedness of the participant	n/a
ds003929	9	participant_id	object	9	n/a	nb:ParticipantID
ds003929	9	age	int64	1	Rat age in months	n/a
ds003929	9	sex	object	2	Rat sex	n/a
ds003949	296	participant_id	object	284	Id of the participant	nb:ParticipantID
ds003949	296	exam_date	int64	257	Date of the TOF-MR exam	n/a
ds003949	296	group	object	2	Distinction of participants with/without aneurysm	n/a
ds003965	15	participant_id	object	15	n/a	nb:ParticipantID
ds003965	15	sex	object	2	(Self-reported) biological sex of participant	n/a
ds003967	60	participant_id	object	60	n/a	nb:ParticipantID
ds003967	60	sex	object	2	n/a	n/a
ds003967	60	age	int64	15	n/a	n/a
ds003967	60	dataset	object	2	n/a	n/a
ds003972	8	participant_id	object	8	n/a	nb:ParticipantID
ds003972	8	sex	object	2	Sex of the participant	n/a
ds003972	8	age	int64	2	Age of the participant	n/a
ds003990	6	participant_id	object	6	n/a	nb:ParticipantID
ds003990	6	sex	object	2	Sex of the participant	n/a
ds003999	29	participant_id	object	29	n/a	nb:ParticipantID
ds003999	29	sex	object	2	Sex of the participant	n/a
ds003999	29	time_after_stroke	int64	28	n/a	n/a
ds003999	29	pre_score	int64	22	Patient's score evaluated using Vasserman scale, before reabilitation intervention occures.	n/a
ds003999	29	post_score	int64	19	Patient's score evaluated using Vasserman scale, after reabilitation intervention occures.	n/a
ds003999	29	hemisphere	object	3	Hemisphere of lesion localization	n/a
ds003999	29	type	object	6	Type of the aphasy	n/a
ds003999	29	size	object	4	Conventional size of the stroke lession	n/a
ds003999	29	Broca	object	4	Shows whether Broca area injured by the stroke	n/a
ds003999	29	Wernike	object	4	Shows whether Wernike area injured by the stroke	n/a
ds003999	29	Basal	object	4	Shows whether Basal ganlia injured by the stroke	n/a
ds003999	29	Thalamus	object	3	n/a	n/a
ds004006	41	participant_id	object	41	n/a	nb:ParticipantID
ds004006	41	age	int64	15	n/a	n/a
ds004006	41	sex	object	2	n/a	n/a
ds004021	32	participant_id	object	32	n/a	nb:ParticipantID
ds004024	13	participant_id	object	13	Unique participant identifier	nb:ParticipantID
ds004024	13	age	float64	1	Age of the participant at time of testing	n/a
ds004024	13	sex	float64	1	Biological sex of the participant	n/a
ds004024	13	hand	float64	1	Handedness of the participant	n/a
ds004042	20	participant_id	object	20	n/a	nb:ParticipantID
ds004042	20	age	int64	11	n/a	n/a
ds004042	20	sex	object	2	n/a	n/a
ds004042	20	handedness	object	1	n/a	n/a
ds004044	62	participant_id	object	62	Participant identifier	nb:ParticipantID
ds004044	62	age	int64	9	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	n/a
ds004044	62	sex	object	2	self-rated by participant, M for male/F for female (TODO: verify)	n/a
ds004044	62	group	object	1	(TODO: adjust - by default everyone is in control group)	n/a
ds004056	29	participant_id	object	29	n/a	nb:ParticipantID
ds004056	29	gender	object	2	n/a	n/a
ds004056	29	age	int64	8	Age in years	n/a
ds004056	29	hand	object	1	Dominant hand, R = Right	n/a
ds004068	48	participant_id	object	48	n/a	nb:ParticipantID
ds004068	48	age	int64	15	Age of the participant	n/a
ds004068	48	sex	object	2	Sex of the participant	n/a
ds004068	48	group	object	2	how the automated slice-specific z-shim indices were determined	n/a
ds004073	50	participant_id	object	50	Participant ID in BIDS format	nb:ParticipantID
ds004073	50	sex	object	2		n/a
ds004073	50	handedness	object	2	Self-report handedness (writing)	n/a
ds004073	50	site	object	2	Site fMRI data was acquired	n/a
ds004073	50	ftcd-WG	float64	49	fTCD laterality index for word generation task	n/a
ds004073	50	ftcd-SG	float64	50	fTCD laterality index for sentence generation task	n/a
ds004073	50	ftcd-PD	float64	50	fTCD laterality index for phonological decision task	n/a
ds004073	50	ftcd-WC	float64	50	n/a	n/a
ds004073	50	ftcd-SC	float64	50	n/a	n/a
ds004073	50	ftcd-SD	float64	50	n/a	n/a
ds004073	50	ftcd-fmri-delay-days	int64	45	Time delay between fTCD and fMRI sessions, in days	n/a
ds004078	12	participant_id	object	12	Unique participant identifier	nb:ParticipantID
ds004078	12	age	int64	7	Age of the participant at time of testing	n/a
ds004078	12	sex	object	2	Biological sex of the participant	n/a
ds004078	12	hand	object	1	Handedness of the participant	n/a
ds004085	8	participant_id	object	8	Unique participant identifier	nb:ParticipantID
ds004085	8	age	int64	7	Age of the participant at time of testing	n/a
ds004085	8	sex	object	2	Biological sex of the participant	n/a
ds004085	8	hand	object	2	Handedness of the participant	n/a
ds004091	8	participant_id	object	8	anonymized, BIDS compatible identification	nb:ParticipantID
ds004091	8	sex	object	2	n/a	n/a
ds004091	8	age	int64	6	Age of the subject at time of scan with 2 digits	n/a
ds004092	27	participant_id	object	27	Participant identifier	nb:ParticipantID
ds004094	37	participant_id	object	37	Participant identifier	nb:ParticipantID
ds004094	37	age	int64	13	Age in years	n/a
ds004094	37	sex	object	2	Sex self-rated by participant, M for male/F for female	n/a
ds004094	37	group	object	1	There was only one participant group (control)	n/a
ds004101	9	participant_id	object	9	n/a	nb:ParticipantID
ds004101	9	gender	object	1	n/a	n/a
ds004101	9	age	int64	6	n/a	n/a
ds004107	9	participant_id	object	9	Unique participant identifier	nb:ParticipantID
ds004107	9	age	float64	3	Age of the participant at time of testing	n/a
ds004107	9	sex	float64	1	Biological sex of the participant	n/a
ds004107	9	hand	float64	1	Handedness of the participant	n/a
ds004109	31	participant_id	object	31	n/a	nb:ParticipantID
ds004109	31	sex	object	2	n/a	n/a
ds004109	31	age	int64	10	n/a	n/a
ds004109	31	exclusion	object	3	n/a	n/a
ds004114	751	participant_id	object	646	n/a	nb:ParticipantID
ds004114	751	session_id	object	2	Scanning session (2nd session acquired within 6 months of first)	n/a
ds004114	751	dataset_id	int64	65	Dataset identifier	n/a
ds004114	751	rat_strain	object	5	Rat strain	n/a
ds004114	751	rat_sex	object	2	Rat sex	n/a
ds004114	751	rat_age	object	11	Rat age in months reported in 2 months bins	n/a
ds004114	751	rat_weight	object	14	Rat weight in grams reported in 50 grams bins	n/a
ds004114	751	anesthesia_induction	object	6	Anesthesia used for induction. Multiple agents are reported using / divider	n/a
ds004114	751	anesthesia_induction_dose	object	18	Anesthesia dose for induction. For isoflurane, reported in percentage, for injectables, reported in mg/kg, for dexmedetomidine, normalized to medetomidine	n/a
ds004114	751	anesthesia_maintenance	object	6	Anesthesia used for maintenance. Multiple agents are reported using / divider	n/a
ds004114	751	anesthesia_maintenance_dose	object	44	Anesthesia dose for maintenance. For isoflurane, reported in percentage, for injectables, reported in mg/kg/h, for dexmedetomidine, normalized to medetomidine	n/a
ds004114	751	anesthesia_route	object	5	Reported route for injectable anesthetic	n/a
ds004114	751	anesthesia_post_induction_time	float64	29	Reported time between anesthesia induction and functional imaging in minutes	n/a
ds004114	751	anesthesia_breathing_assistance	object	3	Rat breathing assistance. Either free-breathing or mechanically ventilated	n/a
ds004114	751	anesthesia_breathing_rate	float64	14	Reported rat breathing rate in breath per minute, bined to the next tenth	n/a
ds004114	751	anesthesia_heart_rate	float64	47	Reported rat heart rate in beat per minute, bined to the next tenth	n/a
ds004114	751	MRI_vendor	object	3	Vendor of the magnet	n/a
ds004114	751	MRI_field_strength	float64	6	Magnet field strength in Tesla	n/a
ds004114	751	anat_sequence	object	12	Anatomical sequence	n/a
ds004114	751	anat_contrast	object	11	Contrast of the anatomical sequence	n/a
ds004114	751	anat_TR	float64	34	Repetition time in seconds of the anatomical sequence	n/a
ds004114	751	anat_TE	float64	35	Echo time in seconds of the anatomical sequence	n/a
ds004114	751	func_sequence	object	2	Functional sequence. Either gradient echo (GE-) or spin echo (SE-)	n/a
ds004114	751	func_TR	float64	17	Repetition time in seconds of the functional sequence	n/a
ds004114	751	func_TE	float64	20	Echo time in seconds of the functional sequence	n/a
ds004114	751	func_FA	float64	16	Flip angle in degrees of the functional sequence	n/a
ds004116	209	participant_id	object	209	n/a	nb:ParticipantID
ds004116	209	session_id	object	1	Scanning session	n/a
ds004116	209	dataset_id	int64	21	Dataset identifier	n/a
ds004116	209	rat_strain	object	3	Rat strain	n/a
ds004116	209	rat_sex	object	2	Rat sex	n/a
ds004116	209	rat_weight	float64	142	Rat weight in grams	n/a
ds004116	209	rat_age	float64	10	Rat age in months	n/a
ds004116	209	MRI_vendor	object	4	Vendor of the magnet	n/a
ds004116	209	MRI_field_strength	float64	5	Magnet field strength in Tesla	n/a
ds004116	209	anat_sequence	object	3	Anatomical sequence	n/a
ds004116	209	anat_contrast	object	1	Contrast of the anatomical sequence	n/a
ds004116	209	anesthesia_temperature	object	126	Reported rat temperature at onset/middle/end of scan	n/a
ds004116	209	anesthesia_breathing_rate	object	148	Reported rat breathing rate in breath at onset/middle/end of scan	n/a
ds004116	209	anesthesia_heart_rate	object	66	Reported rat heart rate at onset/middle/end of scan	n/a
ds004128	32	participant_id	object	32	n/a	nb:ParticipantID
ds004128	32	age	int64	17	n/a	n/a
ds004128	32	sex	object	2	n/a	n/a
ds004129	1090	participant_id	object	1090	OpenNeuro ID of the subject.	nb:ParticipantID
ds004129	1090	age	object	67	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	n/a
ds004129	1090	sex	object	3	Biological sex assigned at birth.	n/a
ds004129	1090	handedness	object	4	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	n/a
ds004129	1090	eligibility	int64	2	Eligibility for the study.	n/a
ds004129	1090	MRI	int64	2	Presence of Magnetic Resonance Imaging (MRI) data in data set.	n/a
ds004129	1090	MEG	int64	2	Presence of Magnetoencephalography (MEG) data in data set.	n/a
ds004129	1090	ace	int64	2	Presence of Adverse Childhood Experiences (ACEs) data in data set.	n/a
ds004129	1090	acute_care	int64	2	Presence of Acute Care Panel data in data set.	n/a
ds004129	1090	audit	int64	2	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	n/a
ds004129	1090	bai	int64	2	Presence of Beck Anxiety Inventory (BAI) data in data set.	n/a
ds004129	1090	bdi	int64	2	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	n/a
ds004129	1090	blood_chemistry	int64	2	Presence of Blood Chemistry data in data set.	n/a
ds004129	1090	cbc_with_differential	int64	2	Presence of Complete Blood Count with Differential data in data set.	n/a
ds004129	1090	clinical_variable_form	int64	2	Presence of Clinical Variable Form data in data set.	n/a
ds004129	1090	demographics	int64	1	Presence of Demographics data in data set.	n/a
ds004129	1090	drug_use	int64	2	Presence of Drug Use Questionnaire data in data set.	n/a
ds004129	1090	ehi	int64	2	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	n/a
ds004129	1090	figs	int64	2	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	n/a
ds004129	1090	health_history_questions	int64	2	Presence of Health History Questions data in data set.	n/a
ds004129	1090	health_rating	int64	2	Presence of Health Rating data in data set.	n/a
ds004129	1090	hematology	int64	2	Presence of Hematology Panel data in data set.	n/a
ds004129	1090	hepatic	int64	2	Presence of Hepatic Function Panel data in data set.	n/a
ds004129	1090	infectious_disease	int64	2	Presence of Infectious Disease Panel data in data set.	n/a
ds004129	1090	kbit2_vas	int64	2	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	n/a
ds004129	1090	lipid	int64	2	Presence of Lipid Panel data in data set.	n/a
ds004129	1090	mental_health_questions	int64	2	Presence of Mental Health Questions data in data set.	n/a
ds004129	1090	mri_variables	int64	2	Presence of MRI Variables data in data set.	n/a
ds004129	1090	nih_toolbox	int64	2	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	n/a
ds004129	1090	other	int64	2	Presence of Other Panel data in data set.	n/a
ds004129	1090	perceived_health_rating	int64	2	Presence of Perceived Health Rating data in data set.	n/a
ds004129	1090	satisfaction	int64	2	Presence of Satisfaction Survey data in data set.	n/a
ds004129	1090	scid5	int64	2	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	n/a
ds004129	1090	urinalysis	int64	2	Presence of Urinalysis data in data set.	n/a
ds004129	1090	urine_chemistry	int64	2	Presence of Urine Chemistry data in data set.	n/a
ds004129	1090	vitamin_levels	int64	2	Presence of Vitamin Levels data in data set.	n/a
ds004129	1090	whodas	int64	2	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	n/a
ds004130	1090	participant_id	object	1090	OpenNeuro ID of the subject.	nb:ParticipantID
ds004130	1090	age	object	67	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	n/a
ds004130	1090	sex	object	3	Biological sex assigned at birth.	n/a
ds004130	1090	handedness	object	4	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	n/a
ds004130	1090	eligibility	int64	2	Eligibility for the study.	n/a
ds004130	1090	MRI	int64	2	Presence of Magnetic Resonance Imaging (MRI) data in data set.	n/a
ds004130	1090	MEG	int64	2	Presence of Magnetoencephalography (MEG) data in data set.	n/a
ds004130	1090	ace	int64	2	Presence of Adverse Childhood Experiences (ACEs) data in data set.	n/a
ds004130	1090	acute_care	int64	2	Presence of Acute Care Panel data in data set.	n/a
ds004130	1090	audit	int64	2	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	n/a
ds004130	1090	bai	int64	2	Presence of Beck Anxiety Inventory (BAI) data in data set.	n/a
ds004130	1090	bdi	int64	2	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	n/a
ds004130	1090	blood_chemistry	int64	2	Presence of Blood Chemistry data in data set.	n/a
ds004130	1090	cbc_with_differential	int64	2	Presence of Complete Blood Count with Differential data in data set.	n/a
ds004130	1090	clinical_variable_form	int64	2	Presence of Clinical Variable Form data in data set.	n/a
ds004130	1090	demographics	int64	1	Presence of Demographics data in data set.	n/a
ds004130	1090	drug_use	int64	2	Presence of Drug Use Questionnaire data in data set.	n/a
ds004130	1090	ehi	int64	2	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	n/a
ds004130	1090	figs	int64	2	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	n/a
ds004130	1090	health_history_questions	int64	2	Presence of Health History Questions data in data set.	n/a
ds004130	1090	health_rating	int64	2	Presence of Health Rating data in data set.	n/a
ds004130	1090	hematology	int64	2	Presence of Hematology Panel data in data set.	n/a
ds004130	1090	hepatic	int64	2	Presence of Hepatic Function Panel data in data set.	n/a
ds004130	1090	infectious_disease	int64	2	Presence of Infectious Disease Panel data in data set.	n/a
ds004130	1090	kbit2_vas	int64	2	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	n/a
ds004130	1090	lipid	int64	2	Presence of Lipid Panel data in data set.	n/a
ds004130	1090	mental_health_questions	int64	2	Presence of Mental Health Questions data in data set.	n/a
ds004130	1090	mri_variables	int64	2	Presence of MRI Variables data in data set.	n/a
ds004130	1090	nih_toolbox	int64	2	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	n/a
ds004130	1090	other	int64	2	Presence of Other Panel data in data set.	n/a
ds004130	1090	perceived_health_rating	int64	2	Presence of Perceived Health Rating data in data set.	n/a
ds004130	1090	satisfaction	int64	2	Presence of Satisfaction Survey data in data set.	n/a
ds004130	1090	scid5	int64	2	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	n/a
ds004130	1090	urinalysis	int64	2	Presence of Urinalysis data in data set.	n/a
ds004130	1090	urine_chemistry	int64	2	Presence of Urine Chemistry data in data set.	n/a
ds004130	1090	vitamin_levels	int64	2	Presence of Vitamin Levels data in data set.	n/a
ds004130	1090	whodas	int64	2	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	n/a
ds004131	1090	participant_id	object	1090	OpenNeuro ID of the subject.	nb:ParticipantID
ds004131	1090	age	object	67	Participant's age in years. n/a means there was no response from participant though a response was possible. Question may have been skipped over by participant.	n/a
ds004131	1090	sex	object	3	Biological sex assigned at birth.	n/a
ds004131	1090	handedness	object	4	Handedness is decided based on Laterality Quotient ranges from the Edinburgh Handedness Inventory.  See Levels below for exact ranges.	n/a
ds004131	1090	eligibility	int64	2	Eligibility for the study.	n/a
ds004131	1090	MRI	int64	2	Presence of Magnetic Resonance Imaging (MRI) data in data set.	n/a
ds004131	1090	MEG	int64	2	Presence of Magnetoencephalography (MEG) data in data set.	n/a
ds004131	1090	ace	int64	2	Presence of Adverse Childhood Experiences (ACEs) data in data set.	n/a
ds004131	1090	acute_care	int64	2	Presence of Acute Care Panel data in data set.	n/a
ds004131	1090	audit	int64	2	Presence of Alcohol Use Disorders Identification Test (AUDIT) data in data set.	n/a
ds004131	1090	bai	int64	2	Presence of Beck Anxiety Inventory (BAI) data in data set.	n/a
ds004131	1090	bdi	int64	2	Presence of Beck Depression Inventory-II (BDI-II) data in data set.	n/a
ds004131	1090	blood_chemistry	int64	2	Presence of Blood Chemistry data in data set.	n/a
ds004131	1090	cbc_with_differential	int64	2	Presence of Complete Blood Count with Differential data in data set.	n/a
ds004131	1090	clinical_variable_form	int64	2	Presence of Clinical Variable Form data in data set.	n/a
ds004131	1090	demographics	int64	1	Presence of Demographics data in data set.	n/a
ds004131	1090	drug_use	int64	2	Presence of Drug Use Questionnaire data in data set.	n/a
ds004131	1090	ehi	int64	2	Presence of Edinburgh Handedness Inventory (EHI) data in data set.	n/a
ds004131	1090	figs	int64	2	Presence of Family Interview for Genetic Studies (FIGS) data in data set.	n/a
ds004131	1090	health_history_questions	int64	2	Presence of Health History Questions data in data set.	n/a
ds004131	1090	health_rating	int64	2	Presence of Health Rating data in data set.	n/a
ds004131	1090	hematology	int64	2	Presence of Hematology Panel data in data set.	n/a
ds004131	1090	hepatic	int64	2	Presence of Hepatic Function Panel data in data set.	n/a
ds004131	1090	infectious_disease	int64	2	Presence of Infectious Disease Panel data in data set.	n/a
ds004131	1090	kbit2_vas	int64	2	Presence of Kaufman Brief Intelligence Test 2nd Edition (KBIT-2) and Vocabulary Assessment Scale (VAS) data in data set.	n/a
ds004131	1090	lipid	int64	2	Presence of Lipid Panel data in data set.	n/a
ds004131	1090	mental_health_questions	int64	2	Presence of Mental Health Questions data in data set.	n/a
ds004131	1090	mri_variables	int64	2	Presence of MRI Variables data in data set.	n/a
ds004131	1090	nih_toolbox	int64	2	Presence of National Institutes of Health (NIH) Toolbox Cognition Battery data in data set.	n/a
ds004131	1090	other	int64	2	Presence of Other Panel data in data set.	n/a
ds004131	1090	perceived_health_rating	int64	2	Presence of Perceived Health Rating data in data set.	n/a
ds004131	1090	satisfaction	int64	2	Presence of Satisfaction Survey data in data set.	n/a
ds004131	1090	scid5	int64	2	Presence of Structured Clinical Interview for DSM-5 Disorders (SCID-5) data in data set.	n/a
ds004131	1090	urinalysis	int64	2	Presence of Urinalysis data in data set.	n/a
ds004131	1090	urine_chemistry	int64	2	Presence of Urine Chemistry data in data set.	n/a
ds004131	1090	vitamin_levels	int64	2	Presence of Vitamin Levels data in data set.	n/a
ds004131	1090	whodas	int64	2	Presence of World Health Organization Disability Assessment Schedule 2.0 (WHODAS 2.0) data in data set.	n/a
ds004134	36	participant_id	object	35	n/a	nb:ParticipantID
ds004134	36	sex	object	2	n/a	n/a
ds004134	36	age	int64	11	n/a	n/a
ds004141	10	participant_id	object	10	Participant identifier	nb:ParticipantID
ds004141	10	age	int64	8	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	n/a
ds004141	10	sex	object	2	self-rated by participant, M for male/F for female (TODO: verify)	n/a
ds004141	10	group	object	1	(TODO: adjust - by default everyone is in control group)	n/a
ds004142	10	participant_id	object	10	Participant identifier	nb:ParticipantID
ds004142	10	age	int64	6	Age in years (TODO - verify) as in the initial session, might not be correct for other sessions	n/a
ds004142	10	sex	object	2	self-rated by participant, M for male/F for female (TODO: verify)	n/a
ds004142	10	group	object	1	(TODO: adjust - by default everyone is in control group)	n/a
ds004145	49	participant_id	object	49	Participant identifier	nb:ParticipantID
ds004145	49	exp_group	object	3	experimental group	n/a
ds004145	49	mouse_strain	object	1	mouse strain	n/a
ds004145	49	mouse_sex	object	1	mouse sex	n/a
ds004145	49	DOB	datetime64[ns]	7	date of birth	n/a
ds004145	49	date_run	datetime64[ns]	6	date of scan	n/a
ds004145	49	weight	float64	33	weight at scan	n/a
ds004145	49	mother_glucose	float64	14	mother glucose level	n/a
ds004146	417	participant_id	object	417	Participant identifier	nb:ParticipantID
ds004146	417	family_id	object	211	Family identifier (participants belonging to the same family share a family_id)	n/a
ds004146	417	age	int64	7	Age (in years, rounded down) at session 1	n/a
ds004146	417	age_ses02	float64	8	Age (in years, rounded down) at session 2	n/a
ds004146	417	sex	object	2	Sex of the participant as reported by the participant	n/a
ds004146	417	handedness	object	2	Handedness of the participant as reported by the participant	n/a
ds004146	417	ses01_protocol	object	4	Session 1 imaging protocol	n/a
ds004146	417	ses02_protocol	object	4	Session 2 imaging protocol	n/a
ds004146	417	group	float64	1	n/a. Participants are not grouped	n/a
ds004158	20	participant_id	object	20	anonymized, BIDS compatible identification	nb:ParticipantID
ds004158	20	sex	object	2	n/a	n/a
ds004158	20	age	int64	10	Age of the subject at time of scan with 3 digits	n/a
ds004158	20	GUID	object	20	Unique participant ID as set in the INT	n/a
ds004158	20	eTIV	int64	20	Estimated total intracranial volume as measured with 'mri_segstats' function of Freesurfer (mri_segstats --subject subjid --etiv-only)	n/a
ds004161	24	participant_id	object	24	Participant identifier	nb:ParticipantID
ds004161	24	experimental_id	int64	24	Animal identification number	n/a
ds004161	24	age	int64	1	Age (in years, rounded down) at session 1	n/a
ds004161	24	sex	object	1	Sex of the animals	n/a
ds004161	24	group	object	3	The animals (n=24) are divided into two groups: i/ a control group which are simply housed in our animal house and visited daily with neutral interactions (n=12). ii/ a group of animals which are subjected to stressful experiences of various kinds (transport by truck, wet straw, dog barking, etc.). This group of stressed animals can be segregated into two groups of low responders (n=6) and high responders (n=6) according to their endocrine response to the stress procedure using a k-means clustering test. Based on its endocrine response and Kmean clustering results, sub-08 has been defined as an outlier.	n/a
ds004161	24	ses01_protocol	object	1	Session 1 imaging protocol	n/a
ds004161	24	ses02_protocol	object	1	Session 2 imaging protocol	n/a
ds004161	24	Cortisolemia_ses-1	float64	24	Blood concentration of cortisol at the session 1 (pg.ml-1).	n/a
ds004161	24	Cortisolemia_ses-2	float64	24	Blood concentration of cortisol at the session 2 (pg.ml-1). Used in the kmeans procedure for stress group clustering.	n/a
ds004161	24	Cortisolemia_variation	float64	24	Variation of lood concentration of cortisol between session 1 and session 2 (pg.ml-1). Used in the kmeans procedure for stress group clustering.	n/a
ds004161	24	session_id	object	2	Session identifier	n/a
ds004161	24	size	float64	1	Description of the the column	n/a
ds004161	24	weight	float64	2	Description of the the column	n/a
ds004169	1202	participant_id	object	1202	Participant identifier	nb:ParticipantID
ds004169	1202	family_id	object	682	Family identifier (participants belonging to the same family share a family_id)	n/a
ds004169	1202	sex	object	2	Sex of the participant as reported by the participant	n/a
ds004169	1202	age	int64	16	Age (in years, rounded down) at session 1	n/a
ds004169	1202	age_ses02	float64	13	Age (in years, rounded down) at session 2	n/a
ds004169	1202	handedness	object	1	Handedness of the participant as reported by the participant (all QTIM participants are right-handed)	n/a
ds004169	1202	ses01_T1w_acq	int64	2	T1w acquisition orientation at session 1	n/a
ds004169	1202	ses02_T1w_acq	float64	3	T1w acquisition orientation at session 2	n/a
ds004169	1202	nback_seq	float64	3	Stimulus presentation time for the nback task. During data acqusition for the 12 year old  participants, the nback stimulus presentation time was increased as younger participants had difficulty with the 1 sec presentation	n/a
ds004169	1202	group	float64	3	Is the participant part of the the test-retest or longitudinal subsample? Test-retest interval between scans approximately 3.5 months; longitudinal interval between scans approximately 3.5 years	n/a
ds004173	148	participant_id	object	148	n/a	nb:ParticipantID
ds004173	148	sex	object	2	n/a	n/a
ds004173	148	age	float64	144	n/a	n/a
ds004192	3	participant_id	object	3	n/a	nb:ParticipantID
ds004192	3	age	int64	3	age of the participant at the beginning of the study	n/a
ds004192	3	sex	object	2	sex of the participant as reported by the participant	n/a
ds004192	3	handedness	object	1	handedness of the participant as reported by the participant	n/a
ds004194	11	participant_id	object	11	Unique participant identifier	nb:ParticipantID
ds004194	11	age	int64	10	Age of the participant at time of testing	n/a
ds004194	11	sex	object	2	Biological sex of the participant	n/a
ds004194	11	group	object	1	Group participant belongs to	n/a
ds004194	11	site	object	2	Site where data was acquired	n/a
ds004194	11	high_density_grid	yes/no	2	Whether the patient had a high density grid implanted	n/a
ds004194	11	visual	yes/no	1	Whether participant performed visual BAIR tasks	n/a
ds004194	11	motor	yes/no	1	Whether participant performed motor BAIR tasks	n/a
ds004194	11	tactile	yes/no	1	Whether participant performed tactile BAIR tasks	n/a
ds004197	4	participant_id	object	4	Unique subject identifier	nb:ParticipantID
ds004197	4	Age	int64	4	Age of the subject	n/a
ds004197	4	Sex	object	2	Sex of the subject	n/a
ds004212	4	participant_id	object	4	n/a	nb:ParticipantID
ds004212	4	sex	object	2	sex of the participant as reported by the participant	n/a
ds004213	5	participant_id	object	5	n/a	nb:ParticipantID
ds004213	5	sex	object	2	Sex of the participant	n/a
ds004213	5	age	int64	4	Age of the participant	n/a
