dataset	column	value	is_row	description	controlled_term	units
ds003653	group_dx	MDD	False	major depressive disorder	n/a	n/a
ds003653	group_dx	PDD	False	persistent depressive disorder	n/a	n/a
ds003653	group_dx	HC	False	healthy controls	n/a	n/a
ds003653	group_dx	HCconvertedMDD	False	individual that presented as HC at baseline, but converted to MDD during the course of the study	n/a	n/a
ds003653	number_comorbid_dx	n/a	True	a number of diagnoses comorbid with UD (e.g., GAD, PTSD)	n/a	n/a
ds003653	number_comorbid_dx	0	False	n/a	n/a	n/a
ds003653	number_comorbid_dx	1	False	n/a	n/a	n/a
ds003653	number_comorbid_dx	2	False	n/a	n/a	n/a
ds003653	number_comorbid_dx	3	False	n/a	n/a	n/a
ds003653	number_comorbid_dx	4	False	n/a	n/a	n/a
ds003653	number_comorbid_dx	5	False	n/a	n/a	n/a
ds003653	medload	n/a	True	reflects the number of dosage of psychotropic medications taken by participants. Higher numbers correspond to more medications and/or higher medication dosage 	n/a	n/a
ds003653	medload	0	False	n/a	n/a	n/a
ds003653	medload	1	False	n/a	n/a	n/a
ds003653	medload	2	False	n/a	n/a	n/a
ds003653	medload	3	False	n/a	n/a	n/a
ds003653	medload	4	False	n/a	n/a	n/a
ds003653	medload	6	False	n/a	n/a	n/a
ds003653	iq	n/a	True	IQ derived based on the NART assessment.	n/a	n/a
ds003653	session	n/a	True	scanning session	n/a	n/a
ds003653	session	1	False	baseline	n/a	n/a
ds003653	session	2	False	6 months follow-up scan	n/a	n/a
ds003653	session	1	False	n/a	n/a	n/a
ds003688	participant_id	n/a	True	Unique participant identifier	nb:ParticipantID	n/a
ds003688	sex	n/a	True	Biological sex of the participant	n/a	n/a
ds003688	sex	F	False	female	n/a	n/a
ds003688	sex	M	False	male	n/a	n/a
ds003688	age	n/a	True	Age of the participant at time of testing	n/a	n/a
ds003688	handedness	n/a	True	Dominant hand of the participant according to the Edinburgh Handedness Questionnaire	n/a	n/a
ds003688	handedness	R	False	Right	n/a	n/a
ds003688	handedness	L	False	Left	n/a	n/a
ds003688	handedness	originally R, but switched to L	False	Patient originally had right hand as dominant but later switched to left	n/a	n/a
ds003688	language_dominance	n/a	True	Language-dominant hemisphere of the participant as tested with one or combination of techniques in specified in language_dominance_technique	n/a	n/a
ds003688	language_dominance	R	False	Right	n/a	n/a
ds003688	language_dominance	L	False	Left	n/a	n/a
ds003688	language_dominance	possibly L	False	Possibly left	n/a	n/a
ds003688	language_dominance	possibly bilateral	False	Possibly both hemispheres	n/a	n/a
ds003688	language_dominance_technique	n/a	True	Technique used to determine the language-dominant hemisphere of the participant	n/a	n/a
ds003688	language_dominance_technique	fTCD	False	functional transcranial Doppler sonography	n/a	n/a
ds003688	language_dominance_technique	fMRI	False	functional magnetic resonance imaging	n/a	n/a
ds003688	language_dominance_technique	Wada	False	intracarotid amobarbital test	n/a	n/a
ds003688	language_dominance_technique	ECS	False	electrocortical stimulation	n/a	n/a
ds003688	language_dominance_technique	unspecified	False	technique was not specified	n/a	n/a
ds003688	iEEG	n/a	True	Presence of intracranial electroencephalography (iEEG) recordings for the patient	n/a	n/a
ds003688	iEEG	yes	False	IEEG recordings for this patient are available	n/a	n/a
ds003688	iEEG	no	False	Patient did not participate in iEEG recordings	n/a	n/a
ds003688	fMRI	n/a	True	Presence of functional magnetic resonance imaging (fMRI) recordings for the patient	n/a	n/a
ds003688	fMRI	yes	False	FMRI recordings for this patient are available	n/a	n/a
ds003688	fMRI	no	False	Patient did not participate in fMRI recordings	n/a	n/a
ds003688	iEEG_hemisphere	n/a	True	Hemisphere where iEEG electrodes were implanted	n/a	n/a
ds003688	iEEG_hemisphere	L	False	Left	n/a	n/a
ds003688	iEEG_hemisphere	R	False	Right	n/a	n/a
ds003688	iEEG_hemisphere	LR	False	Both left and right hemispheres were implanted	n/a	n/a
ds003688	high_density_grid	n/a	True	Whether this patient had recordings with a high-density grid	n/a	n/a
ds003688	high_density_grid	yes	False	Patient had some of the measurements with HD grid	n/a	n/a
ds003688	high_density_grid	no	False	No HD recordings for this patient	n/a	n/a
ds003696	participant_id	n/a	True	Unique participant identifier	nb:ParticipantID	n/a
ds003696	age	n/a	True	Age of the participant at time of testing	n/a	n/a
ds003696	sex	n/a	True	Biological sex of the participant	n/a	n/a
ds003696	sex	F	False	female	n/a	n/a
ds003696	sex	M	False	male	n/a	n/a
ds003696	hand	n/a	True	Handedness of the participant (right-left)	n/a	n/a
ds003696	scanning_date1	n/a	True	The first scanning date	n/a	n/a
ds003696	scanning_date2	n/a	True	The second scanning date	n/a	n/a
ds003701	participant_id	n/a	True	Participant identifier	nb:ParticipantID	n/a
ds003701	age	n/a	True	Age in years	n/a	n/a
ds003701	sex	n/a	True	self-rated by participant, M for male/F for female	n/a	n/a
ds003701	group	n/a	True	only a control group	n/a	n/a
ds003709	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003709	sex	n/a	True	Biological sex at birth	n/a	n/a
ds003709	sex	M	False	male	n/a	n/a
ds003709	sex	F	False	female	n/a	n/a
ds003709	age	n/a	True	Integer age in years	n/a	n/a
ds003709	handedness	n/a	True	handedness of the participant as reported by the participant	n/a	n/a
ds003709	handedness	LEFT	False	left	n/a	n/a
ds003709	handedness	RIGHT	False	right	n/a	n/a
ds003709	handedness	AMBIDEXTROUS	False	ambidextrous	n/a	n/a
ds003709	group	n/a	True	experimental group the participant belonged to	n/a	n/a
ds003709	group	MDD	False	Participants with current, ongoing, or historical depression	n/a	n/a
ds003709	group	HV	False	Healthy volunteers	n/a	n/a
ds003709	MFQ	n/a	True	Total score from self report on the short version of the Mood and Feelings Questionnaire (MFQ) (Angold et al., 1995), which measures depressive symptoms in children and adolescents.	n/a	n/a
ds003709	SHAPS	n/a	True	Total score from self report on the SHAPS (Snaith et al., 1995), which measures anhedonia symptoms.	n/a	n/a
ds003711	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003711	age	n/a	True	n/a	n/a	n/a
ds003711	sex	n/a	True	n/a	n/a	n/a
ds003717	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003717	age	n/a	True	n/a	n/a	n/a
ds003717	sex	n/a	True	n/a	n/a	n/a
ds003717	handedness	n/a	True	n/a	n/a	n/a
ds003717	L_250	n/a	True	n/a	n/a	n/a
ds003717	L_500	n/a	True	n/a	n/a	n/a
ds003717	L_1000	n/a	True	n/a	n/a	n/a
ds003717	L_2000	n/a	True	n/a	n/a	n/a
ds003717	L_4000	n/a	True	n/a	n/a	n/a
ds003717	L_6000	n/a	True	n/a	n/a	n/a
ds003717	L_8000	n/a	True	n/a	n/a	n/a
ds003717	R_250	n/a	True	n/a	n/a	n/a
ds003717	R_500	n/a	True	n/a	n/a	n/a
ds003717	R_1000	n/a	True	n/a	n/a	n/a
ds003717	R_2000	n/a	True	n/a	n/a	n/a
ds003717	R_4000	n/a	True	n/a	n/a	n/a
ds003717	R_6000	n/a	True	n/a	n/a	n/a
ds003717	R_8000	n/a	True	n/a	n/a	n/a
ds003721	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003721	age	n/a	True	age of the participant	n/a	n/a
ds003721	sex	n/a	True	sex of the participant as reported by the participant	n/a	n/a
ds003721	sex	Male	False	male	n/a	n/a
ds003721	sex	Female	False	female	n/a	n/a
ds003721	handedness	n/a	True	handedness of the participant as reported by the participant	n/a	n/a
ds003721	handedness	unknown	False	unknown	n/a	n/a
ds003721	handedness	left	False	left	n/a	n/a
ds003721	handedness	right	False	right	n/a	n/a
ds003745	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003745	age	n/a	True	n/a	n/a	n/a
ds003745	sex	n/a	True	n/a	n/a	n/a
ds003745	group	n/a	True	n/a	n/a	n/a
ds003754	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003754	age	n/a	True	n/a	n/a	n/a
ds003754	sex	n/a	True	n/a	n/a	n/a
ds003758	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003758	age	n/a	True	n/a	n/a	n/a
ds003758	sex	n/a	True	n/a	n/a	n/a
ds003763	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds003763	age	n/a	True	n/a	n/a	n/a
ds003763	sex	n/a	True	n/a	n/a	n/a
ds003763	IAcc	n/a	True	n/a	n/a	n/a
ds003763	mislocalization	n/a	True	n/a	n/a	n/a
ds003763	drift_emerg_30	n/a	True	n/a	n/a	n/a
ds003763	drift_emerg_60	n/a	True	n/a	n/a	n/a
ds003763	drift_emerg_120	n/a	True	n/a	n/a	n/a
ds003763	drift_emerg_240	n/a	True	n/a	n/a	n/a
ds003763	drift_fading_15	n/a	True	n/a	n/a	n/a
ds003763	drift_fading_30	n/a	True	n/a	n/a	n/a
ds003763	drift_fading_60	n/a	True	n/a	n/a	n/a
ds003763	drift_fading_120	n/a	True	n/a	n/a	n/a
ds003763	drift_fading_240	n/a	True	n/a	n/a	n/a
ds003763	test_own_15	n/a	True	n/a	n/a	n/a
ds003763	test_own_30	n/a	True	n/a	n/a	n/a
ds003763	test_own_60	n/a	True	n/a	n/a	n/a
ds003763	test_own_120	n/a	True	n/a	n/a	n/a
ds003763	test_own_240	n/a	True	n/a	n/a	n/a
ds003763	control_own_15	n/a	True	n/a	n/a	n/a
ds003763	control_own_30	n/a	True	n/a	n/a	n/a
ds003763	control_own_60	n/a	True	n/a	n/a	n/a
ds003763	control_own_120	n/a	True	n/a	n/a	n/a
ds003763	control_own_240	n/a	True	n/a	n/a	n/a
ds003770	participant_id	n/a	True	Unique participant identifier	nb:ParticipantID	n/a
ds003770	age	n/a	True	Age of the participant	n/a	n/a
ds003770	gender	n/a	True	Sex of the participant	n/a	n/a
ds003770	gender	F	False	female	n/a	n/a
ds003770	IQ_Raven	n/a	True	IQ scores on Raven's Progressive Matrices	n/a	n/a
ds003770	PANAS_ses-01_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 1. Positive affect	n/a	n/a
ds003770	PANAS_ses-01_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 1. Negative affect	n/a	n/a
ds003770	PANAS_ses-01_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 1. Positive affect	n/a	n/a
ds003770	PANAS_ses-01_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 1. Negative affect	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 2. Positive affect	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	16	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	18	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	29	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	22	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_pos	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 2. Negative affect	n/a	n/a
ds003770	PANAS_ses-02_bef_neg	3	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_bef_neg	7	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 2. Positive affect	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	20	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	27	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_pos	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 2. Negative affect	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	4	False	n/a	n/a	n/a
ds003770	PANAS_ses-02_aft_neg	12	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 3. Positive affect	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	17	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	8	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	28	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	30	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_pos	15	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 3. Negative affect	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	17	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	2	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	3	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	6	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_bef_neg	12	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 3. Positive affect	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	23	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	24	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	28	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_pos	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 3. Negative affect	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	6	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	10	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-03_aft_neg	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 4. Positive affect	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	18	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_pos	31	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 4. Negative affect	n/a	n/a
ds003770	PANAS_ses-04_bef_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_neg	17	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_bef_neg	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 4. Positive affect	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	16	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	22	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	8	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_pos	28	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 4. Negative affect	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	4	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	8	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	24	False	n/a	n/a	n/a
ds003770	PANAS_ses-04_aft_neg	12	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 5. Positive affect	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	6	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	23	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	26	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_pos	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 5. Negative affect	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	4	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	7	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_bef_neg	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 5. Positive affect	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	17	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	26	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	10	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_pos	15	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 5. Negative affect	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	5	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	10	False	n/a	n/a	n/a
ds003770	PANAS_ses-05_aft_neg	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 6. Positive affect	n/a	n/a
ds003770	PANAS_ses-06_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 6. Negative affect	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 6. Positive affect	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	4	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	7	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	28	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_pos	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 6. Negative affect	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	5	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	6	False	n/a	n/a	n/a
ds003770	PANAS_ses-06_aft_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 7. Positive affect	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	2	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	18	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	20	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_pos	15	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 7. Negative affect	n/a	n/a
ds003770	PANAS_ses-07_bef_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_neg	3	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_neg	4	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_bef_neg	12	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 7. Positive affect	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	32	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	17	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	20	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	29	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_pos	14	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 7. Negative affect	n/a	n/a
ds003770	PANAS_ses-07_aft_neg	2	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_neg	26	False	n/a	n/a	n/a
ds003770	PANAS_ses-07_aft_neg	11	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	n/a	True	Positive and Negative Affect Schedule. Before session 8. Positive affect	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	2	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	18	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	24	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	10	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_pos	28	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	n/a	True	Positive and Negative Affect Schedule. Before session 8. Negative affect	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	1	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	8	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	10	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_bef_neg	13	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	n/a	True	Positive and Negative Affect Schedule. After session 8. Positive affect	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	19	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	20	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	21	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_pos	27	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	n/a	True	Positive and Negative Affect Schedule. After session 8. Negative affect	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	0	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	6	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	7	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	9	False	n/a	n/a	n/a
ds003770	PANAS_ses-08_aft_neg	12	False	n/a	n/a	n/a
ds003770	ICD-10-pre	n/a	True	International Statistical Classification of Diseases and Related Health Problems 10th Revision for pre-session	n/a	n/a
ds003770	ICD-10-pre	F32.0	False	Mild depressive episode	n/a	n/a
ds003770	ICD-10-pre	F32.1	False	Moderate depressive episode	n/a	n/a
ds003770	ICD-10-post	n/a	True	International Statistical Classification of Diseases and Related Health Problems 10th Revision for post-session	n/a	n/a
ds003770	ICD-10-post	F32.0	False	Mild depressive episode	n/a	n/a
ds003770	ICD-10-post	F32.1	False	Moderate depressive episode	n/a	n/a
ds003770	ICD-10-post	No_depression	False	Patients without symptoms of depression	n/a	n/a
ds003770	MADRS-pre	n/a	True	Montgomery-Asberg Depression Rating Scale for pre-session	n/a	n/a
ds003770	MADRS-post	n/a	True	Montgomery-Asberg Depression Rating Scale for post-session	n/a	n/a
ds003770	Zung_SDS-pre	n/a	True	Zung Self-Rating Depression Scale for pre-session	n/a	n/a
ds003770	Zung_SDS-post	n/a	True	Zung Self-Rating Depression Scale for post-session	n/a	n/a
ds003770	Zung_SDS-post	55	False	n/a	n/a	n/a
ds003770	Zung_SDS-post	54	False	n/a	n/a	n/a
ds003770	Zung_SDS-post	39	False	n/a	n/a	n/a
ds003770	Zung_SDS-post	41	False	n/a	n/a	n/a
ds003770	Zung_SDS-post	42	False	n/a	n/a	n/a
ds003770	Zung_SDS-post	61	False	n/a	n/a	n/a
ds003770	BDI-pre	n/a	True	Beck Depression Inventory for pre-session	n/a	n/a
ds003770	BDI-pre	33	False	n/a	n/a	n/a
ds003770	BDI-pre	35	False	n/a	n/a	n/a
ds003770	BDI-pre	36	False	n/a	n/a	n/a
ds003770	BDI-pre	39	False	n/a	n/a	n/a
ds003770	BDI-pre	13	False	n/a	n/a	n/a
ds003770	BDI-pre	14	False	n/a	n/a	n/a
ds003770	BDI-post	n/a	True	Beck Depression Inventory for post-session	n/a	n/a
ds003770	BDI-post	29	False	n/a	n/a	n/a
ds003770	BDI-post	35	False	n/a	n/a	n/a
ds003770	BDI-post	4	False	n/a	n/a	n/a
ds003770	BDI-post	19	False	n/a	n/a	n/a
ds003770	BDI-post	9	False	n/a	n/a	n/a
ds003770	BDI-post	13	False	n/a	n/a	n/a
ds003770	MC-SDS-pre	n/a	True	Marlowe–Crowne Social Desirability Scale for pre-session	n/a	n/a
ds003770	MC-SDS-post	n/a	True	Marlowe–Crowne Social Desirability Scale for post-session	n/a	n/a
ds003770	TAS-26-pre	n/a	True	Toronto Alexithymia Scale for pre-session	n/a	n/a
ds003770	TAS-26-post	n/a	True	Toronto Alexithymia Scale for post-session	n/a	n/a
ds003770	TAS-26-post	65	False	n/a	n/a	n/a
ds003770	TAS-26-post	51	False	n/a	n/a	n/a
ds003770	TAS-26-post	36	False	n/a	n/a	n/a
ds003770	TAS-26-post	83	False	n/a	n/a	n/a
ds003770	TAS-26-post	87	False	n/a	n/a	n/a
ds003770	TAS-26-post	57	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	n/a	True	Experiences in Close Relationship Scale - avoidance. Pre-session	n/a	n/a
ds003770	ECR-avoid-pre	63	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	51	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	37	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	73	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	29	False	n/a	n/a	n/a
ds003770	ECR-avoid-pre	41	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	n/a	True	Experiences in Close Relationship Scale - anxiety. Pre-session	n/a	n/a
ds003770	ECR-anx-pre	80	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	66	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	41	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	75	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	44	False	n/a	n/a	n/a
ds003770	ECR-anx-pre	60	False	n/a	n/a	n/a
ds003770	ECR-avoid-post	n/a	True	Experiences in Close Relationship Scale - avoidance. Post-session	n/a	n/a
